Genome.prokka	GTDB.Taxonomy
MARD_SAMN09273368_REFG_MMP09273368-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Notoacmeibacter;s__Notoacmeibacter marinus
MARD_SAMN09279555_REFG_MMP09279555-prokka	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__OACT-916;s__OACT-916 sp003260275
MARD_SAMN09279561_REFG_MMP09279561-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius amoyensis
MARD_SAMN09279961_REFG_MMP09279961-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sharifuzzamanii
MARD_SAMN09283747_REFG_MMP09283747-prokka	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Metamycoplasma;s__Metamycoplasma phocicerebrale
MARD_SAMN09377736_REFG_MMP09377736-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Mesonia;s__Mesonia sp003233725
MARD_SAMN09377739_REFG_MMP09377739-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinomonadaceae;g__Marinomonas;s__Marinomonas piezotolerans
MARD_SAMN09381170_REFG_MMP09381170-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Francisellales;f__Francisellaceae;g__Facilibium;s__Facilibium subflavum
MARD_SAMN09381308_REFG_MMP09381308-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Francisellales;f__Francisellaceae;g__Cysteiniphilum;s__Cysteiniphilum halobium
MARD_SAMN09381310_REFG_MMP09381310-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Francisellales;f__Francisellaceae;g__Pseudofrancisella;s__Pseudofrancisella aestuarii
MARD_SAMN09386782_REFG_MMP09386782-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Putridiphycobacter;s__Putridiphycobacter roseus
MARD_SAMN09388146_REFG_MMP09388146-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Rhodopseudomonas;s__Rhodopseudomonas palustris_I
MARD_SAMN09389153_REFG_MMP09389153-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella aurantiaca
MARD_SAMN09425313_REFG_MMP09425313-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Aquicoccus;s__Aquicoccus porphyridii
MARD_SAMN09425405_REFG_MMP09425405-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter litoralis
MARD_SAMN09433089_REFG_MMP09433089-prokka	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacter;s__Desulfobacter hydrogenophilus
MARD_SAMN09437379_REFG_MMP09437379-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio;s__Vibrio tetraodonis
MARD_SAMN09437435_REFG_MMP09437435-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio;s__Vibrio maerlii
MARD_SAMN09437463_REFG_MMP09437463-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio;s__Vibrio rhodolitus
MARD_SAMN09469620_REFG_MMP09469620-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Algibacillus;s__Algibacillus agarilyticus
MARD_SAMN09478201_REFG_MMP09478201-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HLUCCA09;s__HLUCCA09 sp003390865
MARD_SAMN09478215_REFG_MMP09478215-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tropicimonas;s__Tropicimonas sp003390845
MARD_SAMN09478228_REFG_MMP09478228-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Pelagibacterium;s__Pelagibacterium sediminicola
MARD_SAMN09478229_REFG_MMP09478229-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Lewinella_A;s__Lewinella_A sp003390915
MARD_SAMN09487630_REFG_MMP09487630-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Aliidiomarina;s__Aliidiomarina celeris
MARD_SAMN09499650_REFG_MMP09499650-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Aliidiomarina;s__Aliidiomarina sp003290085
MARD_SAMN09499816_REFG_MMP09499816-prokka	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Dietzia;s__Dietzia maris
MARD_SAMN09507747_REFG_MMP09507747-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius dicentrarchi
MARD_SAMN09508687_REFG_MMP09508687-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius sp003298505
MARD_SAMN09508719_REFG_MMP09508719-prokka	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces reniochalinae
MARD_SAMN09508721_REFG_MMP09508721-prokka	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces diacarni
MARD_SAMN09509732_REFG_MMP09509732-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas sulfidaeris
MARD_SAMN09509804_REFG_MMP09509804-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__Stutzerimonas sp004010935
MARD_SAMN09519150_REFG_MMP09519150-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium piscium
MARD_SAMN09522130_REFG_MMP09522130-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Psychromonadaceae;g__Psychromonas;s__Psychromonas sp003318165
MARD_SAMN09522132_REFG_MMP09522132-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio;s__Vibrio cortegadensis
MARD_SAMN09522133_REFG_MMP09522133-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__OMPR01;s__OMPR01 sp900313015
MARD_SAMN09522134_REFG_MMP09522134-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria;s__Ruegeria sp003318255
MARD_SAMN09522135_REFG_MMP09522135-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia sp003318235
MARD_SAMN09522136_REFG_MMP09522136-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter sp003318275
MARD_SAMN09522149_REFG_MMP09522149-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodosalinus;s__Rhodosalinus sediminis
MARD_SAMN09522150_REFG_MMP09522150-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodosalinus;s__Rhodosalinus halophilus
MARD_SAMN09531221_REFG_MMP09531221-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Lewinella_A;s__Lewinella_A sp003390935
MARD_SAMN09531617_REFG_MMP09531617-prokka	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-18226;g__Bacillus_D;s__Bacillus_D piezotolerans
MARD_SAMN09579956_REFG_MMP09579956-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodovulum;s__Rhodovulum visakhapatnamense
MARD_SAMN09580333_REFG_MMP09580333-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Cohaesibacteraceae;g__Cohaesibacter;s__Cohaesibacter intestini
MARD_SAMN09580375_REFG_MMP09580375-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Jannaschia;s__Jannaschia formosa
MARD_SAMN09625553_REFG_MMP09625553-prokka	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_G;f__UBA6769;g__Maribacillus;s__Maribacillus taeanensis
MARD_SAMN09637267_REFG_MMP09637267-prokka	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Bremerella;s__Bremerella marina_A
MARD_SAMN09637346_REFG_MMP09637346-prokka	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Bremerella;s__Bremerella marina_B
MARD_SAMN09637541_REFG_MMP09637541-prokka	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Bremerella;s__Bremerella cremea_A
MARD_SAMN09662717_REFG_MMP09662717-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter sp003335085
MARD_SAMN09665230_REFG_MMP09665230-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Natronospirillaceae;g__Salinibius;s__Salinibius halmophilus
MARD_SAMN09667312_REFG_MMP09667312-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella sp003335675
MARD_SAMN09669792_REFG_MMP09669792-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Oceanihabitans;s__Oceanihabitans sediminis
MARD_SAMN09684733_REFG_MMP09684733-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Puniceibacterium;s__Puniceibacterium profundi
MARD_SAMN09700386_REFG_MMP09700386-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Shewanellaceae;g__Shewanella;s__Shewanella algidipiscicola
MARD_SAMN09700398_REFG_MMP09700398-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Shewanellaceae;g__Shewanella;s__Shewanella japonica
MARD_SAMN09708542_REFG_MMP09708542-prokka	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus;s__Planococcus okeanokoites
MARD_SAMN09708543_REFG_MMP09708543-prokka	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus;s__Planococcus salinarum
MARD_SAMN09709391_REFG_MMP09709391-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Motiliproteus;s__Motiliproteus coralliicola
MARD_SAMN09710960_REFG_MMP09710960-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae
MARD_SAMN09711903_REFG_MMP09711903-prokka	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Psychrilyobacter;s__Psychrilyobacter sp003391055
MARD_SAMN09713909_REFG_MMP09713909-prokka	d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__Lujinxingia;s__Lujinxingia sediminis
MARD_SAMN09714579_REFG_MMP09714579-prokka	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales_E;f__Spirochaetaceae_B;g__Oceanispirochaeta;s__Oceanispirochaeta sp003346715
MARD_SAMN09721247_REFG_MMP09721247-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus sp003590715
MARD_SAMN09725931_REFG_MMP09725931-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__QXCW01;s__QXCW01 sp003550275
MARD_SAMN09736004_REFG_MMP09736004-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_A
MARD_SAMN09736005_REFG_MMP09736005-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii
MARD_SAMN09759695_REFG_MMP09759695-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paroceanicella;s__Paroceanicella sp003448965
MARD_SAMN09759696_REFG_MMP09759696-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Albibacterium;s__Albibacterium indicum
MARD_SAMN09762457_REFG_MMP09762457-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Brumimicrobium;s__Brumimicrobium aurantiacum
MARD_SAMN09762562_REFG_MMP09762562-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Thalassotalea;s__Thalassotalea euphylliae_C
MARD_SAMN09762563_REFG_MMP09762563-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Thalassotalea;s__Thalassotalea euphylliae_B
MARD_SAMN09762564_REFG_MMP09762564-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Thalassotalea;s__Thalassotalea euphylliae_A
MARD_SAMN09762594_REFG_MMP09762594-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas aestuariivivens
MARD_SAMN09767239_REFG_MMP09767239-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__Muricauda nanhaiensis
MARD_SAMN09767465_REFG_MMP09767465-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia marcescens
MARD_SAMN09767474_REFG_MMP09767474-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__Parvularcula;s__Parvularcula marina
MARD_SAMN09770279_REFG_MMP09770279-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Tsuneonella;s__Tsuneonella troitsensis
MARD_SAMN09786826_REFG_MMP09786826-prokka	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora chalcea
MARD_SAMN09835256_REFG_MMP09835256-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Marixanthomonas;s__Marixanthomonas ophiurae
MARD_SAMN09835476_REFG_MMP09835476-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio;s__Vibrio sinensis
MARD_SAMN09842172_REFG_MMP09842172-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter conchicola
MARD_SAMN09845332_REFG_MMP09845332-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Arenibacter;s__Arenibacter sp003426735
MARD_SAMN09901140_REFG_MMP09901140-prokka	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Oceanobacillus;s__Oceanobacillus profundus
MARD_SAMN09901142_REFG_MMP09901142-prokka	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Ureibacillus;s__Ureibacillus yapensis
MARD_SAMN09901207_REFG_MMP09901207-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Mariniphaga;s__Mariniphaga sediminis
MARD_SAMN09908144_REFG_MMP09908144-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__IMCC34051;s__IMCC34051 sp003605175
MARD_SAMN09914392_REFG_MMP09914392-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Psychromonadaceae;g__Motilimonas;s__Motilimonas pumila
MARD_SAMN09915279_REFG_MMP09915279-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Henriciella;s__Henriciella barbarensis
MARD_SAMN09915280_REFG_MMP09915280-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Henriciella;s__Henriciella algicola
MARD_SAMN09915281_REFG_MMP09915281-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Henriciella;s__Henriciella mobilis
MARD_SAMN09916314_REFG_MMP09916314-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Litorilituus;s__Litorilituus sp003545765
MARD_SAMN09920664_REFG_MMP09920664-prokka	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A bombysepticus
MARD_SAMN09930779_REFG_MMP09930779-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Alteraurantiacibacter;s__Alteraurantiacibacter xanthus
MARD_SAMN09930780_REFG_MMP09930780-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Alteraurantiacibacter;s__Alteraurantiacibacter zhengii
MARD_SAMN09932322_REFG_MMP09932322-prokka	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_H;g__Priestia;s__Priestia flexa
MARD_SAMN09932323_REFG_MMP09932323-prokka	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus licheniformis
MARD_SAMN09932619_REFG_MMP09932619-prokka	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Dermacoccus;s__Dermacoccus abyssi
MARD_SAMN09939628_REFG_MMP09939628-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Pelagerythrobacter;s__Pelagerythrobacter aerophilus
MARD_SAMN09939629_REFG_MMP09939629-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Tsuneonella;s__Tsuneonella suprasediminis
MARD_SAMN09939640_REFG_MMP09939640-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__Muricauda aequoris
MARD_SAMN09939641_REFG_MMP09939641-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__Muricauda maritima
MARD_SAMN09939643_REFG_MMP09939643-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__Muricauda lutimaris
MARD_SAMN09939799_REFG_MMP09939799-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Gemmobacter;s__Gemmobacter lutimaris
MARD_SAMN09989090_REFG_MMP09989090-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus aestuarii
MARD_SAMN10058827_REFG_MMP10058827-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax;s__Alcanivorax profundi
MARD_SAMN10075489_REFG_MMP10075489-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas gelatinilytica
MARD_SAMN10076538_REFG_MMP10076538-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Chachezhania;s__Chachezhania antarctica
MARD_SAMN10081109_REFG_MMP10081109-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Shewanellaceae;g__Parashewanella;s__Parashewanella spongiae
MARD_SAMN10081840_REFG_MMP10081840-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Shewanellaceae;g__Parashewanella;s__Parashewanella curva
MARD_SAMN10130764_REFG_MMP10130764-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius spongiae
MARD_SAMN10130826_REFG_MMP10130826-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Altericroceibacterium;s__Altericroceibacterium spongiae
MARD_SAMN10130974_REFG_MMP10130974-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Alteraurantiacibacter;s__Alteraurantiacibacter aquimixticola_A
MARD_SAMN10134656_REFG_MMP10134656-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__Aquimarina latercula
MARD_SAMN10134657_REFG_MMP10134657-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__Aquimarina aggregata
MARD_SAMN10134658_REFG_MMP10134658-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__AU392;s__AU392 sp003443635
MARD_SAMN10134659_REFG_MMP10134659-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__Aquimarina sp003443675
MARD_SAMN10134660_REFG_MMP10134660-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas sp003443615
MARD_SAMN10141419_REFG_MMP10141419-prokka	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces hoynatensis
MARD_SAMN10141426_REFG_MMP10141426-prokka	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces klenkii
MARD_SAMN10146989_REFG_MMP10146989-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Ulvibacterium;s__Ulvibacterium marinum
MARD_SAMN10169376_REFG_MMP10169376-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Haliea;s__Haliea alexandrii
MARD_SAMN10172232_REFG_MMP10172232-prokka	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Oceanobacillus;s__Oceanobacillus piezotolerans
MARD_SAMN10172241_REFG_MMP10172241-prokka	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Oceanobacillus;s__Oceanobacillus bengalensis
MARD_SAMN10182621_REFG_MMP10182621-prokka	d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Mariprofundus;s__Mariprofundus sp003665155
MARD_SAMN10225537_REFG_MMP10225537-prokka	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__Rhodoglobus amurskyensis
MARD_SAMN10230918_REFG_MMP10230918-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Mesonia;s__Mesonia aquimarina
MARD_SAMN10231401_REFG_MMP10231401-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodophyticola;s__Rhodophyticola porphyridii
MARD_SAMN10231957_REFG_MMP10231957-prokka	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora tulbaghiae
MARD_SAMN10231959_REFG_MMP10231959-prokka	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora sp003667505
